source,target
10096,35062
17083,341
72270,50612
5047,9154
183,7909
280,30473
17620,27341
47296,5862
9391,9417
35605,17339
102778,98307
43698,24822
280,4809
81014,49919
3998,6330
35602,26867
1671,9275
834,28780
16273,8056
21164,19792
53275,25638
21399,441
59442,57166
3594,4934
25859,25954
82791,98185
16453,295
94109,51414
32291,32301
42652,42648
38357,1896
1788,21544
1251,23591
45386,4749
7941,183
877,20906
8793,27753
20554,4937
17037,696
1009,21025
2066,3738
3374,38529
49893,280
24626,540
31928,1108
34782,84791
34517,5488
40706,9448
77692,26497
78974,101946
50918,26088
65489,31972
4137,31348
19664,12723
94407,54612
4975,6029
27350,32879
1031,2475
15582,6983
409,19690
1083,31712
1251,33740
1333,6977
3102,1038
5493,4679
49668,56162
3345,3425
24785,76010
72377,21007
1285,2018
8373,51087
55145,54409
65881,63879
67466,53127
21429,976
15947,1604
24971,551
2089,1254
19112,4639
10276,21958
14336,27350
43817,91043
9662,565
12275,58552
1381,34910
35858,25651
51489,60562
42528,17052
22967,18674
3247,23619
45644,91875
61192,25832
4272,20380
8411,36453
18364,400
1982,3235
428,6884
280,35279
17733,533
20876,2089
53275,27061
26084,67654
7680,138
85731,35571
54494,95745
59060,58672
20370,416
17226,8057
18656,400
7519,32465
33479,25753
37274,35600
27784,44959
27128,52010
61732,61774
93509,51502
10156,3301
39404,4942
507,2050
3121,27428
24221,4129
1373,17248
3113,3401
76236,76235
7546,49722
36701,13457
4542,4941
20662,416
60423,68610
5190,5162
7203,39934
26887,33080
58518,64108
21304,822
14311,1009
360,17464
7808,18581
5318,24006
14864,28542
16618,41920
1426,20642
80012,35451
1882,2199
764,27878
6117,47781
30475,81645
59753,56333
39429,68519
82380,102652
15705,461
62937,93353
10441,5890
513,8230
20828,4626
1714,6937
12830,51337
22976,11515
57150,57158
3365,188
16158,20593
31935,31944
5888,6200
6636,46252
7310,3563
32489,32503
28294,29330
34269,34270
280,11038
34596,1676
32658,83428
3250,1554
8924,4102
31427,17366
5090,4126
19037,761
2941,4182
36513,68416
8608,2553
27834,1237
454,3462
35941,35945
1009,20488
36028,15942
36403,17317
101507,31878
46579,32048
12825,60361
44986,16521
41817,3164
3664,26619
98375,98374
4496,354
25752,1734
36495,36504
83587,81875
29984,1002
1788,27773
15478,431
97123,77478
54295,54298
57501,34703
10245,1009
5859,3526
45949,28619
12173,5680
77354,26315
28025,64911
14409,12416
415,20099
3210,1724
26872,27025
14505,12878
61858,98183
57615,57621
1009,30637
24590,8243
1519,1877
5435,4137
1344,19781
4137,11913
86651,84454
400,5454
1453,3509
25894,32712
32840,68142
26447,7786
35978,31639
17049,3902
25079,1237
39019,3871
9416,9421
20311,454
33839,50850
19686,402
28318,32302
36774,9100
35339,7745
5062,1273
4274,3701
2663,400
6835,6787
1632,6076
23382,3827
51807,52198
84946,35101
9163,280
60017,12725
540,17892
416,16136
1570,21413
61733,66000
93706,59050
16532,1289
4155,15471
27256,78642
24039,25644
2,1220
1038,31351
1781,35596
79049,27758
3083,41525
23357,47689
75753,24425
9462,25580
15549,216
67504,19058
4330,4333
54264,95655
97103,57897
4561,324
75789,82176
188,40
50661,7912
280,15844
10985,30165
26116,59835
36905,36886
5694,27355
38323,70317
15780,44822
4834,4805
2074,2987
15688,58065
33047,20274
64333,77685
27091,1798
37212,53783
37027,29120
49687,29556
46257,5312
85244,103159
57172,79227
3378,1792
5639,479
40429,2297
30640,1009
63690,14422
27677,46403
63130,74394
4650,9010
841,985
1472,4235
69821,18377
16305,1259
348,1052
1604,35653
19924,9160
54970,12853
8034,23460
9812,6687
30046,80995
31665,82659
3374,23900
5383,5370
286,16389
39884,63651
93336,55709
75739,101256
69126,38682
38799,3076
13017,54383
78184,50045
27663,280
30932,1009
82112,82113
67321,19300
22278,23472
29282,33243
31668,1077
38998,27048
7742,26442
33262,13042
5783,3210
5378,5376
27230,30199
6467,3088
31610,1072
5589,16176
7580,1948
22692,74201
3446,19430
1038,344
1074,1
1130,16148
86015,86016
23828,41931
5211,3169
20614,35247
3776,1814
16876,8938
1535,17365
5985,311
21126,72548
1236,33513
416,20942
4251,17356
85473,55639
28639,2410
50521,280
1965,39580
3520,3322
5447,9303
6995,47688
16775,5099
42019,10305
562,765
33278,52771
57438,56849
27464,47934
81899,102542
64590,14813
35302,26605
3775,43441
433,21296
527,24341
18118,20828
4509,1557
78394,33801
3577,17038
17478,496
3571,19475
10581,1145
28449,35847
5417,46405
6776,6825
7366,3658
34126,8141
31142,17195
280,49697
507,6319
199,2002
538,1468
35254,28412
13379,61514
1045,710
26128,29188
49186,7019
1009,30100
39416,21279
1361,34689
282,724
890,9440
1906,38195
3306,5032
15513,15514
16226,46712
25025,7634
4080,4426
26619,17347
33645,1802
35834,15108
25568,37832
446,21477
1527,3086
431,1197
7282,3556
18992,400
53267,53265
32343,57350
67976,19486
30096,44039
32758,1191
103508,103390
1610,1808
3398,27602
56,5457
9460,10287
1735,2
15116,952
100971,73536
48703,43617
65511,49292
26098,1029
3236,3108
57148,55689
63218,62401
26473,29199
27692,42041
64226,14670
43187,6165
22995,73181
6313,4044
51467,62523
400,18449
19284,400
16378,285
1576,25205
6549,39225
55380,50899
2027,2
33468,54318
761,22777
40122,31253
66066,76467
51472,76049
17479,68159
47655,43997
56894,11607
16497,2047
1380,28649
60391,57452
3265,439
280,18690
53132,16580
4033,18
38468,1837
20,4241
63528,88240
21603,72970
16513,9346
30437,11447
587,4288
6037,17708
90869,43427
4496,4623
2228,9683
4007,44059
6152,2382
30720,81907
3753,3761
885,720
9797,53383
19842,4087
72086,72081
106971,106970
3680,9140
3337,1604
8347,8336
38355,4003
74298,43707
68427,86631
409,1141
1009,9242
4,3307
6188,507
19044,2013
55444,92897
29539,1972
82230,31058
1527,7892
77974,36277
62092,62093
59194,31294
12635,28265
15719,4331
19193,4738
45900,39388
3878,1554
21160,26333
31311,74777
92685,47833
15958,19808
1795,34660
74474,61437
19998,412
6015,1868
5123,3916
55231,55232
7862,27488
26715,14290
22309,31616
13321,61373
15951,3526
60246,72107
11051,372
23065,16875
21561,49658
4397,25
51002,45278
80653,29596
1540,4690
7760,1547
37908,1755
60061,105538
65004,65005
5022,3460
58314,62749
87358,84562
50491,7798
10252,43709
40000,21544
19895,16098
18649,24064
32367,27063
33375,26853
12426,7688
4694,3402
17343,7813
6636,3999
18993,4626
1535,30360
33278,33336
37498,29591
527,4906
23957,27228
19469,69065
4043,47391
63220,88729
7500,25163
3383,12821
280,26879
25987,33307
5491,4096
17984,44211
26595,17914
26004,1231
58658,62939
77215,77484
5633,46782
97595,79193
81246,35371
4742,36
280,84973
19713,26041
1798,24704
4712,1325
80198,102170
6341,45556
31685,82669
29927,29922
1886,1139
199,11614
28250,28253
18974,38884
18123,7752
199,14997
4200,2089
13965,57637
16146,1684
1999,1955
20082,5320
1875,199
7440,23957
431,7426
37295,66923
55907,44214
49682,40597
26993,35279
24181,9162
3954,43912
6820,5001
19326,28382
184,352
6286,22063
400,17912
2773,4732
5001,13105
20211,46266
32082,27028
75940,24682
3354,10147
32280,56814
4353,16267
6272,473
99351,85046
24642,862
15622,15620
35475,32896
63076,280
37680,46735
51697,55443
106354,101762
7236,3374
17853,17848
38553,55934
40546,89330
8421,1548
20223,14196
17327,1937
29626,80682
76709,53129
3934,226
13971,58182
8103,41805
28559,31990
33322,26013
57283,11754
92496,104795
3507,27708
34,1882
58242,62606
63155,46774
7689,26889
5011,560
14671,64228
1688,10148
2213,1668
165,8946
1380,34878
33355,1236
5063,4133
38385,38391
60764,49899
19014,16725
36415,36500
32433,4573
65858,19361
29109,78069
1896,38363
1737,2089
10282,53992
2576,6796
14564,63957
16078,21282
8427,7728
80255,29037
34535,1668
199,9654
1004,1945
7427,35348
55301,96216
5654,4170
18450,44094
23111,8793
76,2084
35904,31450
4690,4652
280,89779
95619,95095
199,13037
32853,22286
1789,38092
10618,1108
34239,19992
23755,27739
72709,21319
85152,103196
4332,3631
23776,9368
60731,33520
6004,4175
89289,104112
17023,26011
17516,280
20038,9854
36865,78561
400,19335
45129,36695
3737,34720
18141,5967
24586,11802
20813,5686
35321,1422
52672,62959
1052,4214
4784,3913
49555,78839
52877,47149
560,719
9600,199
10481,33425
48167,24090
3130,161
3565,89
32907,83595
24571,540
47643,58055
989,29879
7707,7765
53673,25741
33283,10512
3569,42841
68548,51284
16604,16736
130,3767
4361,4345
7760,7776
1970,4087
479,17884
19245,24689
3494,1727
3862,6849
24660,5843
33802,32395
439,7905
280,26342
1315,34371
26428,4597
32007,55580
39968,16157
79442,85075
280,678
78885,101931
5006,1989
73066,21690
869,4456
33339,63603
38929,26853
24829,20554
24916,551
33382,19916
15053,280
5310,25031
46950,7106
86304,58926
94365,51410
1269,27960
25696,29938
44432,11237
53363,26989
38546,4834
80820,62137
199,14460
6868,9423
62265,13673
280,65538
5090,532
17256,4597
22799,24624
18309,400
20057,41879
20179,30730
42921,3629
21016,8973
485,24064
190,761
18581,8443
280,97968
1344,6038
49189,69174
68884,17567
69818,18374
28051,17276
3312,24071
40178,2165
53471,53475
4364,24
4137,1553
71247,19914
105060,93659
36701,65997
4736,18851
20315,416
42916,3635
620,26359
15873,15833
3015,16910
7429,199
84696,93614
29410,62585
7528,10004
3160,295
7743,7714
35353,50274
56805,54976
61198,85683
334,109
995,28865
64911,27985
5835,20664
6840,3187
70982,31135
1174,1254
20905,4015
23387,27022
2297,40429
36522,11701
56227,26073
18439,37383
1888,3226
59933,97729
4149,1913
37332,39799
5267,5281
96642,105610
14451,7893
60637,57134
14082,41015
15958,66656
3120,465
95,3102
50186,86494
398,659
17403,68729
2313,22064
37,3097
7838,6796
21352,29967
79151,79152
13970,1554
37353,28194
5059,40
16702,2078
79459,57805
25643,5686
7706,7808
49349,7150
34043,26683
8951,6787
1630,1281
3412,465
4530,3833
7326,5308
527,48371
7956,17755
1010,11372
8427,17340
630,5489
280,96008
32946,35122
21277,21283
11002,52589
57942,57939
6055,1294
280,99391
56660,11537
17130,39277
80995,58057
67612,67614
7111,19999
560,182
1642,1641
22785,11223
51452,36496
102600,102601
56056,23292
5441,1781
25453,620
3288,17179
16296,6247
1734,20828
49488,35551
65917,57445
34850,9197
10482,32709
11010,13580
19875,1917
4134,21522
26197,57145
1180,32670
39856,11242
3339,4285
2037,27403
39948,27046
761,7611
65538,25719
9035,8312
64229,81631
66308,67250
70348,18807
1448,1344
3714,6791
572,3925
64757,64754
5792,1607
4149,35766
16553,6411
35575,17343
20930,36585
31412,31421
79222,60039
17029,41803
4417,4440
8878,52055
490,21269
35272,46581
37729,79889
5822,7084
67441,3356
9089,8144
3203,3993
24650,1935
25643,36156
26696,34211
25793,26301
94964,94966
1726,3166
1547,36412
37054,1627
36658,47670
27317,27324
32331,50013
10007,1251
4629,18444
670,20274
8971,167
33537,769
53218,53216
55126,96108
4614,416
107004,106624
28578,1172
4214,9342
55449,55444
208,15490
3158,20815
1671,21522
7727,1009
30983,61085
58126,36259
77671,101677
3087,15687
25811,812
20924,57492
6567,27216
24037,31290
29143,38484
6860,27438
1,1052
6845,9410
16337,16339
17345,68588
47724,80972
27856,14369
4190,4410
43444,18651
60661,35865
77549,96180
9143,4192
15996,1716
52355,78259
34557,84677
400,4706
3452,10308
60008,61314
39824,21078
30585,1009
35485,85669
23622,26702
59700,86044
27381,36892
17340,68594
23423,6113
289,16394
51474,51799
43,123
20311,3089
5084,2004
5032,1814
17946,69343
4974,27473
36656,36589
3208,3158
3715,4652
26401,627
73086,21700
59053,12459
11215,35006
33842,26614
37656,70446
7786,36247
8,3670
62606,77834
55737,11133
11492,53192
20763,35801
496,226
44155,4086
59664,79193
3602,6818
35579,39237
5761,47077
1823,1489
3725,17771
26569,17742
3383,1038
19,4209
9387,9382
454,4137
25353,30054
32546,46894
1727,4410
41376,2965
28901,1528
41324,29570
25692,1604
10038,1206
68568,93472
81295,88714
1846,5041
18739,1220
55639,60374
7942,142
15294,27592
10003,24782
63628,25628
65125,15029
10520,199
409,19828
3548,5427
12366,27129
1877,30368
10209,5410
15663,3488
4727,6038
7808,17296
2901,5027
2060,39874
38500,38505
1237,10036
11771,29171
4317,1444
59050,86446
17556,2688
25580,25872
57948,57947
36347,30491
2615,31236
40126,39805
59953,97739
67690,16729
24506,2050
25919,28721
44275,4137
514,0
9323,1237
41978,32588
15675,465
28001,37242
53021,53320
1236,25999
13686,62280
16634,51317
95172,105305
197,5396
6109,188
8103,975
8204,8197
47973,23850
18937,400
5087,26329
17362,51467
34458,7624
1382,34869
20394,3234
59519,32371
25437,280
1574,35793
2305,2306
5001,40518
1382,9205
21204,31332
812,26610
3216,8579
32882,13177
1680,2
52268,44573
2,1895
6597,127
22875,9774
39455,65772
1068,5073
20737,19788
25896,25862
12271,58517
20943,416
29267,80458
8608,1268
19229,400
41655,76234
66719,16016
35421,26488
88447,39083
19340,416
35206,57825
47795,24086
83746,33106
64140,28539
1972,2
20380,44252
19929,4194
1204,32853
9725,17216
29880,80843
42318,3558
1507,36045
4526,4546
3210,439
1281,4965
103071,103072
93338,86632
33884,33874
384,253
49031,9366
73032,31881
1880,20011
72735,21337
841,1660
26337,26335
47935,36524
87039,58368
1532,5715
5758,1785
20179,17524
4323,430
23810,10001
40126,8798
3548,10233
86132,94847
15633,6200
10209,10216
25872,31079
79527,59683
3702,43130
59538,31966
21341,438
85532,35418
17751,43425
10548,13065
92,6618
985,1008
37263,77377
3071,17599
3560,7210
77590,101659
57170,58672
96444,55852
16614,67549
32384,1141
109,6972
61610,57145
977,9411
32015,32011
34842,28635
9251,7860
197,10202
52239,9041
21551,1537
920,29256
5211,32891
12030,17999
64850,55601
8606,51664
7363,24438
17691,42219
570,25467
33327,83890
4274,15948
34765,280
45133,4628
68410,17286
33780,48180
35268,14864
3567,810
3551,277
22537,11552
24681,4736
4294,4522
28664,1802
32402,4699
280,17942
9603,741
100942,99161
35262,20684
16465,47777
280,76036
51634,33376
280,21325
8581,1218
35038,5892
70540,19058
57109,96841
8145,8235
57009,57010
4284,20
5490,5487
61453,13346
280,79419
5366,3731
36248,1652
3839,15619
11600,56860
1009,30775
885,29019
4244,16836
9444,280
1629,655
6008,4137
84517,50217
63412,14297
3337,856
60058,60035
199,9443
15760,3234
88662,88660
3337,4239
9998,29886
55475,58251
39997,5088
30460,75728
81308,30264
3455,6180
1519,8781
4687,36
59921,59922
4006,12884
1668,5871
7394,8609
1527,36191
15468,6216
73298,50550
11318,1308
20408,29922
96320,55519
33420,32695
1052,620
145,8052
6365,4909
51495,12033
64908,27982
5432,540
25950,33482
400,19124
325,291
21235,280
94266,86357
5431,7485
3991,1622
479,4141
43932,3961
50530,77554
43430,12610
54897,65161
31247,1024
32113,55819
16188,1967
29443,3744
3233,9527
31011,56367
74054,22546
6816,15519
33468,32712
7500,17649
66970,16229
280,19365
6658,4730
188,6944
45150,38835
9048,17568
60386,60385
61437,68947
23866,36161
83135,64256
736,2053
33843,1256
280,26131
46518,46515
61674,13425
104490,104488
5742,29762
25195,24665
26656,14409
4086,4087
657,1945
10407,10418
37832,28315
5742,4098
1224,33291
13264,6884
99051,64812
475,184
4650,15914
199,10866
60499,64584
3205,3291
23776,3814
38665,1871
17970,28639
23529,23535
1159,32492
10148,53884
33464,83466
16504,37770
5902,1727
5194,6336
23319,67267
52433,24585
8122,39229
3261,540
38390,1824
23639,7084
28072,53405
19376,18302
598,560
30743,60069
2991,1618
5370,46347
1540,1982
3314,551
8165,25720
27535,27536
8442,11476
5082,1557
9414,9357
34379,62689
8729,8500
330,15240
4687,44038
8231,4059
25402,8096
27634,1127
1570,7459
598,7326
40624,2421
26891,25929
26735,9174
20789,1966
62328,55639
64754,64751
3920,4683
13724,587
280,20788
7710,7770
4227,15945
29549,80626
3109,41624
3945,17
8344,4875
24553,22299
16241,9036
3525,23752
33334,76953
6967,6908
22471,48460
35391,35429
35302,65939
35662,17987
86590,81874
54829,12304
429,21261
33606,1238
3188,977
7216,20417
2053,33068
20405,21574
7463,7462
1084,26790
3367,161
38105,1789
21425,11575
31141,7632
19565,400
60337,90589
199,12289
6266,1734
3315,3354
25907,15155
32351,1140
40,5062
4024,24230
47063,5751
1747,37872
6982,1123
86557,36448
16058,260
6264,46923
27303,717
15689,4335
4230,4858
97873,97875
5640,12010
1652,37231
1743,1886
400,18587
18674,18514
55441,55447
3082,6162
810,26564
47964,30934
25923,25837
7082,199
61870,79246
8790,400
8398,7689
7711,17339
15855,5162
797,28207
27714,24760
69886,280
4959,21074
761,634
21361,9065
9374,801
60030,60028
69476,24733
20260,416
1218,4293
58009,77797
6257,16681
1294,19564
17343,35575
21110,15081
64327,93656
4504,3124
36451,7785
58801,97395
7551,1966
7751,50292
63837,37805
29127,14059
7777,36429
5131,25099
12821,3118
38371,15224
93842,99963
147,4504
12262,28229
5028,4972
41435,89857
44565,280
44691,28500
8427,8403
2881,23568
25896,45086
4449,44892
199,10329
5878,17385
17856,34231
280,32360
7647,9194
105172,94307
952,2430
40,3102
26475,35344
28660,34945
14083,199
1450,10254
199,13712
23666,3082
7732,26456
76,6142
24667,27742
67365,20304
55681,11849
3906,24843
3016,199
9153,3969
3301,9982
3332,5131
3112,661
9710,16160
19814,71174
29129,899
11915,952
19704,17823
17269,17293
344,3863
50743,39113
4547,5399
38618,1868
3205,41950
1553,3185
33139,11839
33790,280
54307,11120
51217,8444
1676,11886
463,4494
16551,37429
20350,34186
74662,23130
584,25954
17326,4214
83442,50010
26566,20721
14830,9824
6487,1412
25134,13221
74068,74069
21152,12593
1668,20289
165,4278
761,27721
41123,2763
19556,16770
34082,280
27992,8377
7742,17294
43390,4648
66056,15432
6237,3866
4898,5225
26529,5728
479,15176
1785,5763
4744,4758
11318,48156
102945,97058
23343,5973
807,8067
27300,14650
31770,82730
54852,59457
29295,43174
50403,41650
2147,8781
12358,26731
69031,48521
66266,42195
65324,15109
3136,3633
39269,17797
7697,36368
869,5131
17760,6145
51070,8343
18011,3512
7745,26236
280,4736
49922,90022
4977,391
280,33783
70593,75665
4352,339
3218,9300
7750,36379
31327,280
63215,63209
99748,99746
199,15135
86019,53201
1481,35873
4624,6130
16565,1217
11176,8452
62524,93836
35238,1415
38357,1823
25652,10312
11505,10583
414,16228
45862,36685
22420,15854
7357,6475
24037,25736
14504,12390
35767,7771
8096,398
56805,52268
10812,55100
7132,880
35969,1489
8461,17300
9275,1009
29970,3288
10148,10208
97329,58570
9077,29317
51190,8394
3912,16
1422,5441
16660,299
105980,105981
5584,560
25597,19249
35339,1443
6989,952
35907,23592
479,16599
15117,17289
32912,1528
36896,20696
13147,13146
7140,16582
3744,4754
25901,16627
23352,27861
70261,38062
505,8371
61769,59355
38072,1788
62301,81847
45186,91705
7191,305
75336,81406
3185,6453
7200,20770
56780,63299
30530,1009
15476,8712
29915,12225
59170,47090
98696,63739
35915,35911
183,9259
3393,3369
39427,7728
13882,29177
58146,50150
17231,7978
25024,32919
16025,259
27168,26103
551,17764
54,4126
1296,9250
19933,7539
3839,453
86310,93269
39447,1937
4563,15945
7542,131
58012,67304
3720,8840
10160,10167
2096,416
84566,94542
6951,10243
81127,81132
454,1966
51875,40122
36203,25589
13001,60811
54441,25859
36432,50524
10038,53746
507,1977
5856,8175
27240,27268
38065,6228
560,857
2091,422
9341,800
4630,6967
51800,28055
1237,4482
784,45827
43018,64104
1,304
1906,33853
4214,44407
1501,36019
56457,11479
550,19767
1989,3528
41053,41057
1360,18818
6472,163
103487,103486
7488,5506
18035,5655
167,0
21428,5888
93526,58549
54144,57894
479,18022
703,4898
8452,8407
6114,1394
572,1217
453,3969
20223,25906
53057,53058
29395,27757
4621,34
2663,27951
16537,3170
8965,297
37257,26447
16321,67116
101444,76769
60056,59452
10251,5693
25649,33263
81273,41656
29347,20546
59651,61618
16906,2478
39215,1913
38748,16033
9268,1237
4357,4310
38379,17856
9606,7648
552,9990
311,479
24203,1921
34392,39515
64233,55256
7838,41324
465,4329
25911,2122
8432,22815
16805,4274
18882,400
1745,37826
25978,25975
280,40012
5839,5861
429,8055
6869,9382
3228,3385
66001,59645
91397,44489
5002,31001
65451,52762
3471,3520
87853,87851
64280,32040
538,24213
16478,1785
7732,8444
20888,416
34448,65811
3937,27644
4430,1913
21422,10149
40787,5205
3369,8878
54091,95520
27041,5850
1251,4083
9069,52274
31029,9676
32614,1176
11891,42138
20636,13377
1652,20642
1237,9288
26368,77407
57826,15889
4349,15695
1548,36507
82194,50471
77739,60765
25889,25879
3626,24
6488,5502
9610,23177
50560,7811
4137,44270
16085,33358
36051,19020
24509,24204
69516,18123
14711,199
4344,15701
144,8020
30452,40940
59651,59658
262,12213
3810,9351
4340,5379
15394,61733
34401,25590
677,26950
82653,48137
3807,21131
2443,1492
25997,23318
134,135
1853,33706
49884,86644
49936,34375
7442,3901
51129,85623
25716,32875
36447,35585
12196,9889
25644,5645
5421,25053
1931,4
46752,33168
60056,96688
46215,35215
834,7312
7652,25029
3936,199
4136,17226
78912,27572
5716,1966
55142,69692
1726,37694
8683,51783
92986,48865
72513,38297
24763,8232
4562,72
26031,1745
3369,6918
14731,12878
19769,5416
2245,3735
23411,7851
43762,3904
31450,25651
4768,9747
19395,479
41710,3112
60372,61996
7920,29516
538,3355
17751,35911
49154,17319
61234,61237
560,7086
82051,83666
8746,3436
497,321
11551,56675
30445,49894
2055,10377
36946,48464
4544,3973
9389,280
13958,9521
6210,4702
14972,64968
8424,7707
7429,15292
418,3596
48606,48604
32912,9180
1037,3833
33128,26740
5431,1931
3156,5066
91024,43778
5329,3906
1936,1421
1884,1231
29057,1911
33754,52277
48778,16816
70291,18761
14086,63047
416,20869
30905,7784
60610,60605
79442,94825
41665,87046
33366,25750
91,1107
1474,20
4965,44919
5818,23695
24156,9085
59166,15373
16615,1361
3744,19172
14670,34401
16497,551
5413,197
56878,93336
6908,105
34478,5891
63930,63928
402,410
21572,72942
60605,60611
17266,51279
376,17656
9523,50968
35913,8377
3924,43841
25921,54301
3916,19814
9761,17548
63690,12389
3875,16780
4490,3312
5240,3810
1,1190
6530,48575
6926,280
8206,4730
24547,24525
35870,36973
5705,5832
44985,6210
3455,27713
39187,1906
61547,50325
1370,7560
11275,10686
50247,59206
57568,93759
1519,4650
560,11892
6326,27992
62061,62065
39240,1917
866,1052
22996,33733
37281,7732
45746,4995
29784,280
74659,23127
8175,1256
35344,17278
8199,152
97070,78681
4938,38
1554,20270
99653,85498
1038,1694
57241,96905
79975,53701
8142,25632
38337,87914
46771,92280
4023,15873
25157,4990
3402,479
35338,26481
32586,1169
99925,96924
7580,10064
1622,2095
68424,99897
4426,4185
7627,32541
7745,7687
85473,60372
7498,24025
79003,62586
17322,50352
19009,280
45414,4764
28171,28208
29127,32746
77778,26517
28967,29081
3567,4868
5063,1214
116,4630
6811,42693
28224,28219
20375,16178
38745,16567
62938,94717
5059,19939
21506,53716
1455,35701
10126,10209
21205,3803
348,442
30530,81710
84869,81145
55120,81208
16787,10192
67734,37168
75914,24648
37802,2061
83367,32525
24605,3672
15990,45311
2096,16257
21200,426
1067,9174
25718,280
451,540
32100,27266
19929,16441
3235,1254
5604,3416
77600,79212
53485,95256
7730,35621
26237,21032
4,3234
29357,80513
6224,29138
13361,61130
409,4451
1359,5791
1734,4914
34551,64142
21002,6453
27253,711
59671,59668
60600,24668
19510,400
55440,56838
84568,96092
1294,3861
17366,36263
33764,8297
49078,73137
28601,23200
16546,280
93553,50199
8175,35109
416,20332
53026,12273
17320,26469
34062,33776
21986,3563
52744,54439
78193,59323
19830,1694
25747,994
21335,44169
24289,5105
27028,1882
91887,45686
1622,3518
47043,47035
53942,10215
41892,20850
13029,60899
10965,45787
1813,5715
1094,366
14424,20976
96251,103167
6063,681
16594,297
280,20040
78557,31842
4643,22989
41677,3111
35003,1388
98362,62633
38349,37238
8361,1098
280,23423
5602,19130
670,977
9180,44026
40022,57632
34818,34819
96400,80228
4196,19
7823,7838
13965,47415
7427,1422
27193,38701
32705,11120
3158,1518
57003,35881
11032,11145
60181,69703
27249,29184
17195,1052
5456,27599
1415,1481
948,15601
5341,46308
6301,6457
13736,199
23922,28450
415,54
1652,670
15444,400
26025,15217
199,11541
1877,38695
61647,96385
79344,28034
33470,25862
60086,95857
16469,544
366,2040
77133,101521
4040,1734
14028,199
26466,77568
33200,3528
489,16376
82,2
51446,83667
5682,3567
79149,27916
13342,37586
16177,3526
32606,28803
19056,3723
35225,60941
91865,45630
11624,1584
35225,35277
3093,5953
17742,416
37220,87213
28542,16472
10555,13569
2904,15
37077,25808
32503,38854
7821,140
44763,48216
90545,63631
4668,16363
5878,6488
48992,6842
280,21463
3233,15008
31910,82848
86,5382
1808,3761
15461,7119
19670,35265
5760,5678
4783,1037
1520,13682
17917,18325
1837,38464
26014,10466
3207,6590
19825,35553
55714,85574
100348,69863
16456,34216
79701,28405
2362,2068
44939,4469
