node_id,cluster_labels,longitude,latitude
342,1,-123.07837,44.06486
343,1,-93.9994,44.163578
344,1,-155.23778,19.430834
345,1,-122.47668,37.660534
346,1,,
347,4,-122.5152,37.92798
348,1,-78.97309,33.606003
349,4,-117.32383,33.11933
350,1,-92.84092,45.037296
351,2,-88.22351,42.078583
352,4,-101.817085,35.195393
353,16,26.1,44.433334
354,4,-80.19366,25.774265
355,4,-121.90476,37.268166
356,1,-105.08045,39.913296
357,1,0.0,0.0
358,4,-52.80326,47.50012
359,25,32.85411,39.92077
360,4,-118.348915,34.062725
361,26,-121.08494,37.70576
362,4,-122.54831,37.954758
363,1,-122.34368,37.580303
364,21,-112.18297,33.53854
365,1,-122.394745,37.776737
366,4,-81.33508,29.916159
367,1,-122.431854,37.79753
368,4,-81.23304,42.98339
369,1,,
370,14,121.92681,11.96303
371,1,0.0,0.0
372,1,,
373,1,-74.005974,40.714268
374,4,-119.22136,34.189236
375,4,-97.741104,30.280378
376,1,-120.541,36.570915
377,12,-122.44658,37.787586
378,0,-105.27735,40.01735
379,27,0.15683,51.8719
380,1,-121.88842,37.33079
381,1,-104.761375,39.7725
382,1,,
383,4,-119.7022,34.4212
384,4,-73.60182,45.486015
385,1,-4.0,54.0
386,9,-97.85634,30.011585
387,9,-101.87065,33.584515
388,1,26.401903,40.149624
389,4,-97.74378,30.265442
390,13,7.224132,51.47396
391,1,-121.91318,37.245632
392,1,,
393,1,,
394,9,-97.040436,32.897625
395,1,,
396,1,,
397,1,,
398,1,,
399,1,,
400,1,,
401,1,,
402,1,,
403,1,-122.41942,37.77493
404,4,-122.34368,37.580303
405,17,0.0,0.0
406,1,47.75,29.5
407,21,-86.406555,35.87985
408,4,-0.457649,51.372746
409,1,,
410,1,,
411,21,,
412,0,-111.89084,40.577442
413,4,-72.6926,41.91815
414,4,-118.38895,34.026577
415,19,-122.38984,37.778297
416,28,,
417,21,-111.97727,33.677486
418,4,-84.202995,39.435337
419,12,-84.409584,33.783016
420,16,-77.083084,38.77145
421,1,-122.477486,37.763763
422,1,-93.50662,44.97413
423,5,-96.80666,32.783054
424,1,-84.2905,30.438955
425,1,-122.43117,37.75154
426,1,-122.46254,37.782787
427,29,150.79822,-34.074966
428,4,-81.69347,30.314255
429,9,-95.61606,30.097162
430,12,-84.35932,34.01297
431,4,-118.490395,34.04859
432,1,-111.87086,33.365013
433,4,-122.43874,37.776768
434,1,,
435,24,-122.43336,37.760998
436,4,-122.28192,37.83917
437,2,-88.95236,42.235184
438,1,-122.34592,37.57941
439,4,-76.84315,39.303867
440,24,-122.42092,37.75203
441,1,-117.861374,33.678814
442,5,17.914816,59.473293
443,63,-1.483333,52.933334
444,21,-111.85718,33.25944
445,1,-118.37339,34.07598
446,4,-122.083855,37.38605
447,4,0.94487,51.85665
448,21,-120.05072,38.941025
449,4,20.0,47.0
450,4,-117.99449,33.730274
451,19,-122.41942,37.77493
452,19,-117.72448,33.575096
453,4,-122.41942,37.77493
454,11,-122.67576,45.524082
455,4,-81.70781,30.310993
456,6,-86.786865,36.15728
457,4,-122.38745,37.7875
458,19,-122.38998,37.615223
459,1,2.330127,48.868137
460,4,-73.81476,41.00116
461,4,-77.56386,34.817665
462,1,,
463,4,-0.129382,50.83483
464,4,-122.40753,37.769043
465,4,-118.485725,34.00437
466,4,-77.54471,39.44371
467,9,-96.37415,30.673819
468,4,-73.971245,40.67543
469,4,-122.40139,37.78214
470,4,-122.41942,37.77493
471,4,-122.41942,37.77493
472,4,,
473,4,-111.72569,33.433517
474,4,-121.87468,37.66243
475,16,-5.059869,-5.040253
476,4,-122.39881,37.78149
477,4,-122.41942,37.77493
478,0,-122.03996,38.24936
479,4,-81.59238,30.244196
480,4,-122.41942,37.77493
481,4,-97.744644,30.266336
482,4,,
483,12,-97.740875,30.265604
484,4,,
485,4,-122.392715,37.788715
486,4,-122.39567,37.77407
487,31,,
488,4,-118.26561,34.0446
489,4,-118.24368,34.052235
490,32,-122.41942,37.77493
491,4,-79.66118,44.418427
492,4,-81.50933,30.287008
493,4,-117.066025,32.65296
494,1,,
495,9,,
496,12,-119.13724,46.211246
497,4,-122.3937,37.7955
498,4,,
499,1,-119.7674,39.1638
500,4,-122.41942,37.77493
501,21,-77.366356,35.61266
502,33,-2.583233,51.490337
503,4,-122.186035,37.469208
504,9,-118.408295,33.944065
505,4,-122.41942,37.77493
506,1,-122.39998,37.791565
507,4,-75.17983,40.031654
508,4,-118.400635,33.959736
509,63,-79.416306,43.700115
510,4,-122.41942,37.77493
511,4,-75.146034,39.94955
512,4,-122.48899,37.779297
513,4,-81.65565,30.332184
514,4,-122.414085,37.787617
515,5,,
516,4,-122.16056,37.443295
517,4,-122.34536,47.61741
518,4,-122.43817,37.79388
519,4,-122.412605,37.77108
520,4,-122.43935,37.75858
521,4,-71.05978,42.358433
522,0,-117.85325,33.684658
523,1,-70.3928,43.571785
524,34,,
525,4,-81.379234,28.538336
526,4,-122.43139,37.766384
527,4,-97.44146,30.088436
528,4,-120.69192,35.25644
529,2,-122.3105,49.04503
530,1,-122.41942,37.77493
531,1,120.685555,15.030278
532,1,24.915567,60.16267
533,1,,
534,1,3.3,49.333332
535,1,26.102955,44.4342
536,1,24.934168,60.175556
537,18,-111.982956,40.628197
538,1,-122.09098,37.65042
539,1,-73.98488,40.758442
540,1,-122.36608,37.584103
541,1,-122.400635,37.789814
542,1,,
543,1,151.2275,-33.92399
544,1,-122.009865,37.98769
545,1,-112.22052,33.528202
546,35,-0.090243,51.50593
547,1,-71.05978,42.358433
548,1,24.702223,60.156113
549,1,-97.75626,30.2648
550,1,-118.41091,33.884735
551,1,-0.316667,51.433334
552,2,-105.08532,39.708588
553,0,-115.14973,36.084602
554,1,-1.542375,53.796932
555,2,-87.64471,41.939354
556,36,10.003407,56.14767
557,2,-122.4229,37.777016
558,4,-97.36129,32.726643
559,2,-87.705315,41.93547
560,2,-87.646484,41.853195
561,21,-111.88769,40.76326
562,0,-105.11558,39.92505
563,16,-87.631485,41.830868
564,4,-0.159935,51.425865
565,2,,
566,2,-83.01268,42.55714
567,2,-89.77338,43.485386
568,2,-76.99619,38.933174
569,6,-86.78198,36.16236
570,0,-104.98471,39.736862
571,2,-73.983185,40.672874
572,2,-97.33755,37.692238
573,2,-87.6758,41.93026
574,1,-73.92134,40.70806
575,4,-117.91378,33.871243
576,4,-111.84125,33.30616
577,2,-87.650055,41.850033
578,4,-75.03072,39.934834
579,2,-104.9847,39.739155
580,4,-122.2149,47.84116
581,22,-79.389626,43.657524
582,4,-122.448975,37.77123
583,2,-87.650055,41.850033
584,2,-95.47078,29.84296
585,2,-99.78617,29.209684
586,4,-84.555534,42.732536
587,4,-117.61521,33.423286
588,2,-100.76543,41.123886
589,4,-90.358086,38.726776
590,2,-87.67419,41.91053
591,0,-104.820526,39.985264
592,69,-122.15431,37.44916
593,4,-70.88823,43.11434
594,2,-110.84332,32.220226
595,4,-82.530655,27.336435
596,4,-122.67621,45.523453
597,4,-91.603355,41.68632
598,4,-93.61994,42.034706
599,4,-122.43709,37.76752
600,2,-90.15094,38.624496
601,4,-81.46878,40.937717
602,2,-84.244,34.13167
603,4,-73.26734,40.720932
604,2,-104.9847,39.739155
605,4,-81.97483,35.015953
606,4,-70.03421,41.70224
607,2,-105.08382,39.65028
608,2,-71.71397,43.222023
609,4,-122.33207,47.60621
610,4,-83.955185,36.02718
611,2,,
612,4,-121.940765,37.411095
613,2,-88.32007,41.760586
614,2,-84.555534,42.732536
615,2,,
616,4,,
617,18,-122.34482,47.611195
618,4,-118.48727,34.017605
619,2,-118.76287,34.179173
620,1,-104.678375,39.83665
621,1,0.0,0.0
622,1,-118.910645,35.366028
623,38,-78.87003,42.965893
624,58,-121.90878,37.340706
625,1,-98.55328,29.420086
626,1,-97.05857,32.64833
627,1,-122.39401,37.763462
628,1,-94.531715,39.090893
629,8,0.0,0.0
630,1,7.770849,49.3599
631,4,-71.15288,42.34909
632,1,-98.56554,29.556608
633,1,-81.53313,28.808048
634,17,139.69975,35.61067
635,21,-111.989914,33.306786
636,1,-94.36309,38.902367
637,17,139.63342,35.73943
638,17,54.384163,24.495924
639,8,-77.15376,38.951584
640,35,-0.125533,51.508415
641,1,0.682921,52.65067
642,1,-73.990685,40.70335
643,0,0.0,0.0
644,1,-73.98694,40.721405
645,1,5.034949,52.128834
646,1,4.922565,52.376972
647,5,10.624282,59.890945
648,1,-115.11357,36.129787
649,1,-97.078064,32.93429
650,1,-118.472755,33.985813
651,17,141.36273,43.109035
652,1,0.0,0.0
653,1,-2.803247,54.03153
654,1,-118.24368,34.052235
655,1,-97.66713,30.20223
656,1,-0.175008,51.160397
657,2,-122.32552,37.562992
658,1,-94.58493,39.090343
659,21,-111.72107,33.305843
660,1,-121.31531,44.058174
661,1,-0.57282,38.295155
662,1,-98.64613,29.436672
663,17,0.0,0.0
664,1,-0.132038,51.56934
665,25,,
666,1,-115.13786,36.113297
667,1,-104.93923,39.680874
668,1,-78.15955,39.16614
669,7,5.198964,52.129025
670,1,-2.1,54.966667
671,1,-0.046492,51.52168
672,1,-118.61203,34.3775
673,1,-117.70223,49.099834
674,4,-123.10947,49.283974
675,1,-0.08745,51.505272
676,17,139.67773,35.62591
677,5,13.38459,52.52089
678,21,-111.88986,33.39079
679,1,-99.141426,29.347456
680,1,-96.69531,40.824505
681,8,-3.702564,40.416504
682,1,-121.89,37.33644
683,1,0.0,0.0
684,40,-110.810715,39.59941
685,1,0.0,0.0
686,4,-123.11562,49.279705
687,1,-93.24272,44.64969
688,21,0.0,0.0
689,4,-122.41287,37.771465
690,1,-121.91318,37.245632
691,1,-97.74529,30.267582
692,83,-122.270805,37.80437
693,4,-82.69955,27.842802
694,1,144.35866,-38.07416
695,1,-95.23525,38.97167
696,4,-122.07615,37.393875
697,1,-86.67183,36.10959
698,15,-118.34169,34.09822
699,1,,
700,1,-122.40115,37.78557
701,1,-73.98232,40.665955
702,1,126.999725,37.566387
703,0,-105.102295,40.168858
704,1,-122.18579,37.436634
705,1,-122.26629,37.866886
706,35,2.346658,48.859375
707,1,-87.74426,44.63277
708,1,,
709,1,-122.39072,37.77878
710,1,-0.306004,52.681236
711,4,-78.82292,35.858498
712,21,-112.01399,33.51007
713,1,-122.36608,37.584103
714,1,-121.96503,36.977665
715,1,,
716,13,13.4111,52.53068
717,1,-122.19361,47.61517
718,1,-111.85909,33.29133
719,1,-94.761314,38.912853
720,1,,
721,1,-104.67306,39.861668
722,1,-124.9859,49.72344
723,1,-84.387985,33.748997
724,1,-71.09126,42.3659
725,33,-80.061455,40.3077
726,1,,
727,0,-122.23636,37.485214
728,1,-122.00857,37.275776
729,8,-122.30035,37.53734
730,4,-122.154526,47.58008
731,0,-97.74217,30.262678
732,0,-122.1918,37.791958
733,18,-104.9847,39.739155
734,1,,
735,1,-122.41942,37.77493
736,1,4.899902,52.373085
737,1,-71.21684,42.48054
738,1,-119.845955,34.417294
739,1,-71.08376,42.362858
740,8,-118.493256,34.01799
741,2,-122.49035,37.776535
742,1,,
743,0,-105.00271,39.78865
744,1,-93.21494,44.88397
745,1,-122.27274,37.871593
746,42,-118.286705,34.021362
747,42,-77.32258,38.78499
748,43,-88.99063,40.514202
749,1,-122.27274,37.871593
750,1,-104.98586,39.76081
751,1,103.81984,1.352083
752,44,-122.41942,37.77493
753,42,-118.450584,34.067554
754,42,-82.35695,29.650764
755,42,-118.25512,34.152233
756,42,-83.37588,33.973934
757,42,-111.90931,33.41477
758,0,-74.63436,40.64819
759,42,-83.37643,33.95144
760,1,-84.291046,30.43986
761,1,-77.008865,38.889835
762,42,-118.44433,34.070435
763,42,-79.052185,35.965046
764,4,,
765,4,-73.97838,40.72548
766,1,-122.02896,37.330536
767,1,-122.40775,37.654655
768,1,-121.30273,38.589073
769,2,-117.266174,33.102314
770,1,-96.80666,32.783054
771,1,-122.14302,37.441883
772,1,-122.34537,37.578556
773,0,-104.9847,39.739155
774,1,0.0,0.0
775,1,-149.90028,61.218056
776,1,-77.43375,37.53494
777,1,-118.24368,34.052235
778,2,-75.69937,39.70258
779,1,-84.36209,33.773224
780,1,139.75139,35.685
781,9,-122.41942,37.77493
782,17,139.77573,35.682343
783,1,72.59684,23.054771
784,1,-2.1,54.966667
785,69,-97.74909,30.250423
786,1,-122.34143,47.613953
787,1,-122.083855,37.38605
788,1,-122.36608,37.584103
789,1,151.214,-33.89006
790,1,-122.31164,37.915756
791,1,-79.46632,44.000114
792,1,-73.971245,40.67543
793,0,-122.40209,37.783726
794,1,,
795,1,-118.267715,34.077606
796,1,,
797,1,-121.89496,37.339386
798,1,-122.39398,37.767788
799,45,-83.555214,41.663937
800,40,,
801,1,-75.4999,43.000347
802,12,-84.394646,33.757793
803,1,-122.083855,37.38605
804,1,-2.1,54.966667
805,1,,
806,1,-122.36608,37.584103
807,1,-122.34522,37.579746
808,4,-122.1199,37.89101
809,4,-122.18219,37.453827
810,7,,
811,4,-73.95409,40.774643
812,4,,
813,46,-120.659615,35.282753
814,24,-73.985794,40.757744
815,1,,
816,1,-122.14437,37.42689
817,1,,
818,1,-122.41802,37.80796
819,1,,
820,1,,
821,1,-122.25325,37.522892
822,16,-122.402466,37.80385
823,1,,
824,4,18.062712,59.31689
825,4,-122.418816,37.784798
826,4,-122.43479,37.75916
827,15,,
828,16,-122.41942,37.77493
829,4,-122.270805,37.80437
830,4,,
831,4,-118.47165,34.040012
832,8,0.0,0.0
833,1,-93.659805,41.603977
834,25,8.723512,45.64822
835,3,2.583333,41.583332
836,0,-117.16668,32.728897
837,3,6.433333,50.483334
838,3,-6.22094,53.32781
839,3,8.55,47.36667
840,3,-118.48552,34.010216
841,3,7.219212,51.478897
842,3,6.106111,49.74889
843,3,6.095556,49.603333
844,3,6.166667,49.61667
845,3,13.4,52.516666
846,3,5.75,43.1333
847,3,3.877275,43.61297
848,3,3.883333,43.6
849,3,3.877275,43.61297
850,47,-122.089615,37.423084
851,1,-117.15726,32.71533
852,17,139.92029,35.82253
853,1,0.0,0.0
854,1,-122.38224,37.59364
855,1,-122.50434,37.59537
856,1,-122.343025,37.578827
857,1,-118.345924,34.08844
858,1,-118.416466,33.91918
859,1,-122.14302,37.441883
860,1,-77.118866,39.04455
861,1,-78.16334,39.18566
862,1,-122.013885,37.383446
863,19,-77.00255,38.885033
864,1,-77.28133,38.93827
865,45,-122.05067,37.402905
866,1,,
867,1,-122.03079,36.974117
868,1,,
869,1,6.776161,51.22172
870,1,-116.20345,43.6135
871,1,-77.30637,38.846226
872,1,20.468056,44.81861
873,1,-97.74306,30.267153
874,63,,
875,0,-105.08971,39.993595
876,0,-118.35797,34.0625
877,0,,
878,0,-105.06245,39.91658
879,0,-105.28396,40.015476
880,1,0.0,0.0
881,0,-95.235954,38.965244
882,0,-88.1989,41.74785
883,1,-97.94074,30.30941
884,1,-123.086754,44.05207
885,0,-73.94243,40.714516
886,13,16.34798,48.202305
887,0,-105.221504,39.755672
888,0,-104.82481,38.784523
889,0,4.899902,52.373085
890,0,-106.92644,37.849167
891,0,-122.375,37.61889
892,1,138.0,36.0
893,14,-122.33207,47.60621
894,0,-104.9847,39.739155
895,0,-105.08665,39.92054
896,0,-104.97719,39.759705
897,0,-117.16077,32.746384
898,0,-117.87815,33.62141
899,0,-118.49119,34.019455
900,0,-111.50098,34.500305
901,1,-118.326645,34.098
902,1,-117.764,34.096497
903,0,-104.88082,39.55599
904,0,-104.98742,39.732807
905,0,-104.997406,39.625324
906,0,55.28,25.252222
907,0,144.96332,-37.813995
908,0,-84.19949,31.51597
909,0,-105.317215,39.63332
910,0,-84.387985,33.748997
911,0,,
912,0,-104.95353,39.718044
913,0,-104.97963,39.76392
914,1,-104.748344,39.777554
915,9,-96.79544,32.786297
916,0,-105.00411,39.748634
917,0,-117.920815,33.651035
918,0,-105.153595,39.965084
919,0,-117.08642,33.119205
920,1,0.0,0.0
921,0,-104.9847,39.739155
922,1,-118.32793,34.097553
923,0,-84.98279,32.511627
924,0,-104.98235,39.72694
925,1,-105.04687,39.769356
926,17,-122.430695,37.75125
927,19,-86.68083,36.16368
928,1,-74.005974,40.714268
929,0,-104.9847,39.739155
930,0,-106.817535,39.191097
931,0,-118.185455,33.831654
932,0,-104.98248,39.762146
933,0,-104.9847,39.739155
934,0,-104.9847,39.739155
935,0,-77.0424,38.921986
936,0,-122.579704,38.578796
937,0,-91.62751,41.639584
938,1,-104.9847,39.739155
939,0,-105.2211,39.755543
940,0,-122.65795,45.52293
941,0,-104.9847,39.739155
942,0,-104.9847,39.739155
943,0,-104.9847,39.739155
944,0,-80.012405,40.45681
945,4,-71.129944,42.598633
946,0,24.934168,60.175556
947,0,-104.87692,39.579155
948,1,-118.253365,34.049847
949,0,-104.9995,39.752487
950,18,-97.50536,35.594044
951,0,-104.95712,39.7402
952,0,-0.125533,51.508415
953,0,-104.85006,39.658764
954,0,-105.0039,39.748264
955,0,-104.98754,39.716362
956,0,-104.91272,39.731075
957,0,-104.98885,39.732067
958,0,-104.99903,39.712494
959,4,-122.91411,39.04393
960,0,-105.068535,39.891075
961,4,-77.43766,39.007008
962,0,-104.98713,39.715946
963,0,-105.24234,40.03584
964,0,-82.991066,40.009842
965,0,-76.668335,39.175278
966,0,-122.42388,37.771107
967,0,-104.780365,38.907845
968,0,-105.002,39.751083
969,0,-104.9847,39.739155
970,18,-97.45026,35.179974
971,9,-96.77429,32.811428
972,0,-104.97527,39.740047
973,4,-3.171417,55.96753
974,0,-104.90328,39.827244
975,0,-104.989815,39.745155
976,0,-104.98884,39.730453
977,29,150.98238,-33.968533
978,4,-81.03481,34.00071
979,0,-104.99936,39.568913
980,0,-105.04998,40.050262
981,4,-97.02985,32.902687
982,0,-87.63402,41.89013
983,0,-104.42746,39.758873
984,4,-85.30968,35.04563
985,0,-104.997025,39.74685
986,4,-71.41617,42.279263
987,0,-104.99771,39.750282
988,0,-104.98329,39.740986
